Serial,Question,Option_ক,Option_খ,Option_গ,Option_ঘ,Answer_Label,Answer_Text,Explanation
১০৫,১০৫. তার  মোট  সম্পত্তির  মূল্য  কত ?,৪০০০০টাকা,৬০০০০টাকা,৮০০০০টাকা,১০০০০০টাকা,গ,৮০০০০টাকা,
১০৬,১০৬. বাগানটির  দৈর্ঘ্য  কত  মিটার ?,১২,১২,১২,১৩,খ,১২,
১০৭,১০৭. বাগানটির  পরিসীমা  কত  মিটার ?,২২,২৪,৩০,৪৪,ঘ,৪৪,
১,১. ২ . ০৫৬ + ১ . ০২  + ৫ . ৪  এর  মান  নিচের  কোনটি ?,৮.৭৪৬,৮.৬৭৬,৮.৩৭৬,৮.৪৭৬,ঘ,৮.৪৭৬,
২,২. ০ . ১  +  ০ . ০১  +  ০ . ০০১ = কত ?,০.১,০.১০১,০.১১০,০.১১১,ঘ,০.১১১,
৩,৩. ১ . ২  এর  লঘিষ্ঠ  রূপ  কোনটি ?,,,,,ক,,
৪,৪. ০ . ৫ + ০ . ০৫ + ০ . ০০৫ = কত ?,০.৫,০.৫০৫,০.৫৫৫,০.৫৫০,গ,০.৫৫৫,
৫,৫. ২ . ৭  ও  ৩ . ৬  সংখ্যা  দুটির  যোগফল  কোনটি ?,৪.২,৬.৩,৭.৩,৮.৫,খ,৬.৩,
৬,৬. ৬ . ০০১ + ৫ . ০১ + ২ . ৭  এর  মান  নিচের  কোনটি ?,১৩.৭১,১৩.৭১১,১৩.৭২,১৩.৯,খ,১৩.৭১১,
৭,৭. ১৬ . ৭৪৫  দশমিক  ভগ্নাংশে  সহস্রাংশে  কোন  অঙ্কটি  বিদ্যমান ?,১,৪,৫,৭,গ,৫,
৮,"৮. ০ . ০৫ , ০ . ০১  ও  ০ . ০০৪  এর  যোগফল  কত ?",০.০৬৪,০.০৪৬,০.৬০৪,০.০০৬৪,ক,০.০৬৪,
৯,৯. ০ . ০২ + ২ + ০ . ০০১ = কত ?,২.২১,২.০২১,০.২২১,০.০২১,খ,২.০২১,
১০,১০. ০ . ২৫ + ০ . ৫৫ = কত ?,,১,২,,ঘ,,
১১,১১. দশমিক  ভগ্নাংশের  ক্ষেত্রে - ০ . ৭  ও  ০ . ৬  এর  যোগফল  ১ . ৩  এর  সমান ২ . ৫৭  ও  ৩ . ২  এর  যোগফলে  দশমিক  বিন্দুর  পর  মাত্র  একটি  অঙ্ক  আছে ৫ . ২৩৭  এর  সহস্রাংশের  স্থানে  ৭  আছে নিচের  কোনটি  সঠিক ?,iওii,iওiii,iiওiii,"i, iiওiii",খ,iওiii,
১২,১২. ২য়  ও  ৩য়  জনের  টাকার  সমষ্টি  নিচের  কোনটি ?,১৫.৩৫,২১.০০,৫১.৩৫,৩৫.১৫,খ,২১.০০,
১৩,১৩. তিন  জনের  টাকার  সমষ্টি  নিচের  কোনটি ?,১২৪.৫০,১২৪.৮০,১৪০.৮০,১৫০.২৫,ঘ,১৫০.২৫,
১৪,১৪. লাঠিটির  লাল  ও  সবুজ  অংশের  মোট  পরিমাণ  কত ?,০.৭৭,০.৯৫,২.৭৫,০.২৭৫,খ,০.৯৫,
১৫,১৫. লাঠির  মোট  কত  অংশ  রং  করা  হলো ?,০.৮৭৫,০.৯৫৭,০.৯৭৫,০.৯৬৫,গ,০.৯৭৫,
১৬,১৬. ১০০  -  ৯৯ . ৯ = কত ?,০.১,০.০১,০.০০১,১,ক,০.১,
১৭,১৭. ১  -  ০ . ০০১ = কত ?,০.০০৯,০.০৯৯,০.৯৯৯,০.০০১,গ,০.৯৯৯,
১৮,১৮. ১২৫  -  ০ . ৫ = কত ?,২৫,১২৫,১২৪.৫,২.৫,গ,১২৪.৫,
১৯,১৯. ১৩ . ০০১  - ১২ . ০১ = কত ?,০.৯,০.০৯,০.৯১,০.৯৯১,ঘ,০.৯৯১,
২০,২০. ৩ . ১৫  - ১ . ৬৭৫৮ = কত ?,১.৪৭৪২,১৪.৭৪২,১৪৭.৪২,১৪৭৪.২,ক,১.৪৭৪২,
২১,২১. ৯০ . ৯৯  থেকে  ১ . ০১০  এর  বিয়োগফল  কত ?,৯৯.৯৮,৮৯.৯৮,৮৯.৮৯,৮.৯৯৮,খ,৮৯.৯৮,
২২,২২. তমা  ৫০  টাকা  থেকে  ছোট  দুই  ভাইকে  একত্রে  ২৮ . ২৫  টাকা  দিলো।  তার  অবশিষ্ট  টাকার  পরিমাণ  কত ?,১৯.২৫,২১.৭৫,২২.২৫,২৫,খ,২১.৭৫,
২৩,২৩. একটি  বাঁশের  ০ . ২৫  অংশ  পানিতে  ও  ০ . ২৮  অংশ  কাদায়  আছে।  বাঁশটির  কত  অংশ  পানির  উপরে  আছে ?,০.৪৩,০.৪৭,০.৫৩,০.৫৭,খ,০.৪৭,
২৪,২৪. ২৫ . ২৫  -  ১৭ . ২৫  -  ১০ . ৭৫ + ৫ . ০৫ = ?,১২.৫০,৪.৭৫,২.৩০,৫.৩০,গ,২.৩০,
২৫,২৫. ৩ . ১৫৬  এবং  ১ . ৬১  এর  বিয়োগফলের  সাথে  কত  যোগ  করলে  ২  হবে ?,১.৪৫৪,২.৪৫৪,০.৪৫৪,০.৪৪৫,গ,০.৪৫৪,
২৬,২৬. কোন  সংখ্যার  সাথে  ৮ . ৮৯  যোগ  করলে  যোগফল  ১৮ . ০৭  হয়।  সংখ্যাটি  কত ?,২৬.৯৬,৯.১৮,২৫.৯৬,১০.১৮,খ,৯.১৮,
২৭,২৭. আলিফ  ১২০ . ২৫  টাকা  হতে  ৮ . ৬২  টাকার  বলপেন  এবং  ৫০ . ৭৫  টাকার  খাতা  কিনলে  তার  কাছে  কত  টাকা  অবশিষ্ট  থাকবে ?,৫৬.৪৮,৫৭.৮৪,৫৯.৪৪,৬০.৮৮,ঘ,৬০.৮৮,
২৮,"২৮. ১ . ৪৯৯ , ৮ . ৭৫৮  ও  ৫ . ৩৭৭  তিনটি  দশমিক  ভগ্নাংশ  হলে - ২য়  ভগ্নাংশ +  ৩য়  ভগ্নাংশ = ১৪ . ১৩৫ ২য়  ভগ্নাংশ  -  ১ম  ভগ্নাংশ = ৭ . ২৫৯ ২য়  ভগ্নাংশ -  ১ম  ভগ্নাংশ -  ৩য়  ভগ্নাংশ = ১ . ৮৪২ নিচের  কোনটি  সঠিক ?",iওii,iওiii,iiওiii,"i, iiওiii",ক,iওii,
২৯,"২৯. একটি  খাতা , একটি  পেন্সিল  ও  একটি  রাবারের  মোট  মূল্য  ২১ . ১৫  টাকা।  খাতা  ও  পেনসিলের  দাম  যথাক্রমে  ১০ . ৭৫  টাকা  ও  ৫ . ২৫  টাকা  হলে -",iওii,iওiii,iiওiii,"i, iiওiii",গ,iiওiii,
৩০,৩০. ০ . ০৫  × ০ . ০০০৩ = কত ?,০.০০০০১৫,০.০০০১৫,০.০০১৫,০.১৫,ক,০.০০০০১৫,
৩১,৩১. ০ . ৫ ×  ০ . ০৩ ×  ০ . ০০৮ = কত ?,০.০০১২,০.০১২,০.০০০১২,০.০০০০১২,গ,০.০০০১২,
৩২,৩২. ০ . ০০১ × ০ . ২ ×  ০ . ০৫ = কত ?,০.০০১০,০.০০০১,০.০০০০১,১.০০৫,গ,০.০০০০১,
৩৩,৩৩. এক  ব্যক্তি  দৈনিক  ২ . ৫  কিলোক্যালরির  খাবার  খায়  এবং  ব্যায়াম  করে  ১ . ৭৬  কিলোক্যালরি  শক্তি  ক্ষয়  করে।  তিন  দিন  পর  খাওয়া  এবং  ব্যায়ামের  দরুন  শরীরে  কত  কিলোক্যালরি  সঞ্চিত  করে ?,০.৭৪,১.৭৪,২.১২,২.২২,ঘ,২.২২,
৩৪,৩৪. ০ . ০১ × ০ . ০২ ×  ০ . ৩ = কত ?,০.০০০০৬,০.০০০০০৬,০.০০০৬,০.০০৬,ক,০.০০০০৬,
৩৫,৩৫. ০ . ০৬৫৭  কে ০ . ৭৫  দিয়ে  গুণ  করলে  কোনটি  হবে ?,০.০৫৯২৭৫,০.০৪৯২৭,০.০৪৯২৭৫,০.০৪৭৫৭২,গ,০.০৪৯২৭৫,
৩৬,৩৬. এক  লোক  রিক্সায়  ঘণ্টায়  ২ . ৫২  কি . মি . বেগে  ৪  ঘণ্টা  ৩০  মিনিটে  কত  কি . মি . যেতে  পারবে ?,৯.৩৬,১১.৩৪,১২.৫৬,১৫.৫০,খ,১১.৩৪,
৩৭,"৩৭. ২ . ৪ , ১ . ২ , ০ . ০৮  তিনটি  দশমিক  ভগ্নাংশ।  প্রদত্ত  তিনটি  দশমিক  ভগ্নাংশের  গুণফল  কত ?",০.২৩০৪,২৩.৪০,২.৫২,২৫.৫২,ক,০.২৩০৪,
৩৮,৩৮. ১টি  বইয়ের  দাম  ৫০ . ২৫  টাকা  হলে  এরূপ  ৪টি  বইয়ের  দাম  কত  টাকা ?,২০০,২০১,২০৪,২০২,খ,২০১,
৩৯,৩৯. ফরিদের  নিকট  ৪০০  টাকা  ছিল।  সে  ঐ  টাকার  ০ . ০৫  অংশ  দিয়ে  একটি  কলম  কিনল।  তার  কাছে  আর  কত  টাকা  রইল ?,৩০০,৩৫০,৩৮০,৩২০,গ,৩৮০,
৪০,৪০. ০ . ০১ × ০ . ০০২ × ০ . ০০০৩ = কত ?,০.০০৬,০.০০০৬,০.০০০০০৬,০.০০০০০০০০৬,ঘ,০.০০০০০০০০৬,
৪১,৪১. একটি  লাঠির  দৈর্ঘ্য  ২০  মিটার।  লাঠির  ০ . ৬  অংশ  রং  করা  হয়েছে।  কত  মিটার  রং  করা  হয়েছে ?,৮,১০,১২,১৫,গ,১২,
৪২,৪২. ০ . ০২ × ০ . ০০৪  × ০ . ০০০৬ = কত ?,০.০০৪৮,০.০০০৪৮,০.০০০০০৪৮,০.০০০০০০০৪৮,ঘ,০.০০০০০০০৪৮,
৪৩,৪৩. ০ . ০৫৭ × ০ . ০৩৫ = কত ?,০.০১৯৫৯,০.০১৯৯৫,০.০০১৯৫৯,০.০০১৯৯৫,ঘ,০.০০১৯৯৫,
৪৪,৪৪. কোন  গাড়ি  ১  মিনিটে  ১ . ২৫  কি . মি . গেলে  ১ . ৫  ঘণ্টায়  কত  দূর  যাবে ?,১১০.৫কি.মি.,১১২.৫কি.মি.,১১৪.২৫কি.মি.,১১৬.৫কি.মি.,খ,১১২.৫কি.মি.,
৪৫,৪৫. এক  ব্যক্তি  মাসে  ৮০৭০ . ৫২  টাকা  আয়  করেন  ও  ৭০৭৯ . ৮৯  টাকা  খরচ  করেন।  ২  মাস  ১৫  দিনে  তাঁর  সঞ্চয়  কত  টাকা ?,২৪৭৬.৫৮,২৪৬৭.৮৫,২৬৪৭.৫৮,২৭৬৪.৫৮,ক,২৪৭৬.৫৮,
৪৬,৪৬. ৫৮ . ৪  × ০ . ০২  এর  ক্ষেত্রে - ৫৮ . ৪  গুণ্য,iওii,iiওiii,iওiii,"i, iiওiii",গ,iওiii,
৪৭,"৪৭. কোনো  দোকানে  প্রতি  বস্তা  চাল , ডাল  ও  আলুর  ওজন  যথাক্রমে  ৪৮ . ২৫  কেজি , ৩৭ . ৭২৫  কেজি  এবং  ৫১ . ২৫  কেজি  হলে - চালের  বস্তার  ওজন  ডালের  বস্তার  চেয়ে  ১০ . ৫২৫  কেজি  বেশি ২টি  চালের  বস্তা  + ৪টি  আলুর  বস্তা = ৩০১ . ৫  কেজি ৮টি  ডালের  বস্তা  - ২টি  আলুর  বস্তা  -  ৩টি  চালের  বস্তা  ৫৪ . ৫৫  কেজি নিচের  কোনটি  সঠিক ?",iওii,iওiii,iiওiii,"i, iiওiii",ঘ,"i, iiওiii",
৪৮,৪৮. কাঁদায়  ও  পানিতে  বাঁশটির  মোট  কত  অংশ  আছে ?,০.৮,০.৭,০.৫,০.১১,ক,০.৮,
৪৯,৪৯. বাঁশটির  মোট  দৈর্ঘ্য  কত  মিটার ?,১০,১২,১৮,২০,ঘ,২০,
১,"১ . ০০৫ , ১৩ . ৫১  ও  ৭ . ২ ৫০. ১ম  ও  ২য়  সংখ্যা  দুইটির  গুণফল  নিচের  কোনটি ?",১.৩৫৭৭৫,১৩.৫৭৭৫,১৩.৫৭৭৫৫,১৩৫.৭৭৫৫,গ,১৩.৫৭৭৫৫,
৫১,৫১. ৩য়  ও  ১ম  সংখ্যা  দুইটির  গুণফল  নিচের  কোনটি ?,৭.২,৭.৩,৭.৬৩২,৭.২৩৬,ঘ,৭.২৩৬,
৫২,৫২. ২য়  ও  ৩য়  সংখ্যা  দুইটির  গুণফল  নিচের  কোনটি ?,৯৬.৭২৭,৯৭.২৭২,৯৮.১২৫,৯৯.৭১৫,খ,৯৭.২৭২,
৫৩,৫৩. ০ . ২৫  ÷ ০. ০৫ = কত ?,৫,৫০,০.৫,১২৫,ক,৫,
৫৪,"৫৪. ভাগফল  ২৫  এবং  ভাজ্য  ৮০৮ . ৯  হলে , ভাজক  কত ?",৩২.৩৫৬,৩৫.০০১,৩৮.৪৫৬,৪০.১২৫,ক,৩২.৩৫৬,
৫৫,৫৫. ০ . ০১ × ০ . ০০২  ×      = ০ . ০০০০০০০০০৬  এখানে  কোন  সংখ্যা  হবে ?,০.০৩,০.০০৩,০.০০০৩,০.০০০০৩,ঘ,০.০০০০৩,
৫৬,৫৬.            × ০ . ০০২ × ০ . ০৩ = ০ . ০০০০০০০০৬ ; এখানে   কোন  সংখ্যা  বসবে ?,০.১,০.০১,০.০০১,০.০০০১,ঘ,০.০০০১,
৫৭,৫৭. ০ . ৭৫৮৪ ÷ ০ . ২৪  এর  মান  কত ?,৩.১৬,৩.৬১,০.৩১৬,০.৩৬১,ক,৩.১৬,
৫৮,৫৮. একটি  অটোরিক্সার  গতিবেগ  ঘণ্টায়  ১৫ . ৪  কি . মি . হলে  ৬ . ১৬  কি . মি . যেতে  কত  মিনিট  লাগবে ?,১২,১৮,২৪,২৮,গ,২৪,
৫৯,৫৯. ০ . ১২১ ÷  ১১ = কত ?,০.০০১,০.০১১,০.০১,০.০০১১,খ,০.০১১,
৬০,৬০. ০ . ৩৮৫  কে  ০ . ০০১  দ্বারা  ভাগ  করলে  ভাগফল  কত  হবে ?,০.২৮৫,০.৩৮৫,২৮৫,৩৮৫,ঘ,৩৮৫,
৬১,৬১. [ ৩ . ৫  এর  ২ ] ÷ ০ . ৫  এর  সরল  মান  কত ?,১৪,৭,১০,৫,ক,১৪,
৬২,"৬২. তমালের  মাসিক  আয়ের  ০ . ১৭  অংশ  সমান  ৮৫০  টাকা  হলে , তার  মাসিক  আয়  কত ?",৫০০০টাকা,৫১৬০টাকা,৫৪০০টাকা,৫৫০০টাকা,ক,৫০০০টাকা,
৬৩,৬৩. এক  ডজন  পেনসিলের  দাম  ৭৩ . ৮০  টাকা  হলে  এক  হালি  পেন্সিলের  দাম  কত  টাকা ?,২৫.৮০,২৪.৬০,২৩.২০,২২.৭৫,খ,২৪.৬০,
৬৪,৬৪. পিতার  বয়স  পুত্রের  বয়সের  ৪ . ৫  গুণ।  পিতার  বয়স  ৩৯  বছর  হলে  পুত্রের  বয়স  কত ?,৮বছর৪মাস,৮বছর৬মাস,৮বছর৮মাস,৮বছর১০মাস,গ,৮বছর৮মাস,
৬৫,৬৫. ৫  ভাইয়ের  সমানভাবে  মোট  ৪৬ . ৫  হেক্টর  জমি  থাকলে - [ ১  হেক্টর = ২ . ৪৭  একর ] তাদের  মোট  ১১৪ . ৮৫৫  একর  জমি  আছে প্রত্যেকের  ৯ . ৩  হেক্টর  জমি  আছে ১৯ . ৭৬  একর = ৮  হেক্টর নিচের  কোনটি  সঠিক ?,iওii,iওiii,iiওiii,"i, iiওiii",ঘ,"i, iiওiii",
৬৬,৬৬. রহিমার  বাবার  কাছ  থেকে  নেওয়া  টাকা  মায়ের  কাছ  থেকে  নেওয়া  টাকার  কত  গুণ ?,৬.৩৭৫,৬.৩৫৭,৫.৩৭৫,৪.৩৭৫,ক,৬.৩৭৫,
৬৭,৬৭. ভাইয়ের  কাছ  থেকে  নেওয়া  টাকা  মায়ের  কাছ  থেকে  নেওয়া  টাকার  কত  গুণ ?,৫.৫২৫,৪.৫৩৫,৪.৫২৬,৪.৫২৫,ঘ,৪.৫২৫,
৬৮,৬৮. রহিমার  বাবার  কাছ  থেকে  নেওয়া - টাকার  ৫  ভাগের  ১  ভাগ  টাকা  সমান  কত ?,২৫.৫০টাকা,২৫.০৫টাকা,৩৫.৫০টাকা,২৫.৭৫টাকা,ক,২৫.৫০টাকা,
১,"১ . ০০ , ০ . ০০১ , ০ . ০২ ৬৯. প্রথম  সংখ্যাটিকে  দ্বিতীয়  সংখ্যাটি  দ্বারা  ভাগ  করলে  ভাগফল  কোনটি ?",১০০০,১.০০০,০.০০১,০.০০০১,ক,১০০০,
৭০,৭০. দ্বিতীয়  সংখ্যাটিকে  তৃতীয়  সংখ্যা  দ্বারা  ভাগ  করলে  ভাগফল  কোনটি ?,০.০২,০.০৫,০.০৬,০.১০,খ,০.০৫,
৭১,৭১. ১ . ২  ও  ০ . ০৮  সংখ্যা  দুটির  গ . সা . গু . কত ?,১.২,০.৮,০.০৮,০.০৪,গ,০.০৮,
৭২,৭২. ০ . ০২  ও  ০ . ২০  এর  গ . সা . গু . কত ?,০.৫০১,০.০০১,০.০৫১,,ঘ,,
৭৩,"৭৩. ২ , ১ . ৬  ও  ০ . ০১  এর  ল . সা . গু . কত ?",,০.৮,,৮,ঘ,৮,
৭৪,৭৪. ০ . ০১৬  ও  ৫ . ৬  এর  ল . সা . গু  কত ?,৩.২,৪.৮,৫.৬,৬.৪,গ,৫.৬,
৭৫,"৭৫. ১ . ২ , ০ . ০৮  ও  ২  এর  গ . সা . গু . কত ?",২৫,২.৫,০.০৮,০.০২৫,গ,০.০৮,
৭৬,৭৬. ২ . ৪  ও  ০ . ০৯  সংখ্যা  দুটির  ল . সা . গু . কত ?,৭.২,৮.৪,৯.৬,১০.৮,ক,৭.২,
৭৭,"৭৭. ৫ . ৬ , ১ . ০৫ , ৩ . ৫  তিনটি  দশমিক  ভগ্নাংশ  হলে - সংখ্যাগুলোর  গ . সা . গু = ০ . ৩৫ সংখ্যাগুলোর  ল . সা . গু = ৮৪ ১ম  সংখ্যা  × ২য়  সংখ্যা  ৩য়  সংখ্যা = ১ . ৬৮ নিচের  কোনটি  সঠিক ?",iওii,iওiii,iiওiii,"i, iiওiii",ঘ,"i, iiওiii",
৭৮,৭৮. ক  ও  খ  এর  গ . সা . গু  কত ?,০.৩৭৫,০.৬২৫,০.৭৫,০.৮৭৫,খ,০.৬২৫,
৭৯,"৭৯. ক , খ  ও  গ  এর  ল . সা . গু  কত ?",২৪০৬.২৫,২২০৪.৫০,২১২৬.২৫,২০০৬.২,ক,২৪০৬.২৫,
৮০,"৮০. ৮ , ০ , ১ , ২ , ৫ , ৪ , ৩  অঙ্কগুলো  একবার  মাত্র  ব্যবহার  করে  সাত  অঙ্কের  ক্ষুদ্রতম  সংখ্যা  নিচের  কোনটি ?",২০১৩৪৫৮,১০২৪৩৫৮,১০২৩৪৫৮,২০১৮৫৪৩,গ,১০২৩৪৫৮,
৮১,"৮১. ১০২ , খালি  ঘরে  নিচের  কোন  অঙ্কটি  বসলে  সংখ্যাটি  ৫  দ্বারা  বিভাজ্য  হবে ?",৩,২,১,০,ঘ,০,
৮২,৮২. ১৮১  ৫  সংখ্যাটির  চিহ্নিত  স্থানে  নিচের  কোন  অঙ্ক  বসালে  তা  ৯  দ্বারা  নিঃশেষে  বিভাজ্য  হবে ?,১,২,৩,৪,গ,৩,
৮৩,"৮৩. কোনো  সংখ্যার - অঙ্কগুলোর  যোগফল  ৯  দ্বারা  বিভাজ্য  হলে , সংখ্যাটি  ৩  দ্বারা  বিভাজ্য। একক  ও  দশক  স্থানের  অঙ্ক  দুইটি  দ্বারা  গঠিত  সংখ্যা  ৪  দ্বারা  বিভাজ্য  হলে , ঐ  সংখ্যাটি  ৪  দ্বারা  বিভাজ্য  হবে। একক  স্থানীয়  অঙ্কটি  শূন্য ( ০ ) অথবা  ৫  হলে , প্রদত্ত  সংখ্যাটি  ৫  দ্বারা  বিভাজ্য  হবে । নিচের  কোনটি  সঠিক ?",iওii,iওiii,iiওiii,"i, iiওiii",ঘ,"i, iiওiii",
৮৪,"৮৪. ১৬ . ২৫ , ০ . ৬২৫  ও  ১৫ . ৬২৫  সংখ্যা  তিনটির  ক্ষেত্রে - সংখ্যাত্রয়ের  ল . সা . গু . = ৪০৬ . ২৫   সংখ্যাত্রয়ের  গ . সা . গু . ২য়  সংখ্যা ( ১ + ২য়  সংখ্যা ) × ১০ = ১ম  সংখ্যা নিচের  কোনটি  সঠিক ?",iওii,iওiii,iiওiii,"i, iiওiii",ঘ,"i, iiওiii",
৮৫,৮৫. কোন  ক্ষুদ্রতম  সংখ্যার  সাথে  ৭  যোগ  করলে  যোগফল  ২৮  ও  ৩২  দ্বারা  নিঃশেষে  বিভাজ্য  হবে ?,২৩১,২২৪,২১৭,২১০,গ,২১৭,
৮৬,"৮৬. , , ভগ্নাংশগুলোর  ল . সা . গু . কত ?",,,৬,,ঘ,,
৮৭,৮৭. ১২ মিটার  বাঁশের  রং  করা  অংশের  পরিমাণ  মিটার।  বাঁশটির  কত  মিটার  রং  করা  বাকি  রইল ?,৯,১০,১১,১২,খ,১০,
৮৮,৮৮. ১ এর ২ = কত ?,২,৩,৪,৫,খ,৩,
৮৯,৮৯. ১৫  থেকে  ৫০  পর্যন্ত  মৌলিক  সংখ্যা  কয়টি ?,৫,৯,৭,৮,খ,৯,
৯০,৯০. ফুলের  গাছ  কত  বর্গমিটার  জায়গা  জুড়ে  বিদ্যমান ?,৪৮,২৪,১৮,১২,খ,২৪,
৯১,৯১. বাগানের  অংশ  জুড়ে  ফলের  গাছ  লাগানো  হলে  ফাঁকা  অংশের  পরিমাণ  কত  বর্গমিটার ?,৮,১২,১৬,২০,ঘ,২০,
৯২,৯২. কোন  এক  সময়  হতে  একটি  বাস  স্ট্যান্ডে  ৮  মিনিট  পর  পর  বাস  পৌছে  এবং  ১৮  মিনিট  পর  পর  অপর  বাস  যাত্রা  শুরু  করে।  সর্বনিম্ন  কত  মিনিট  পর  দুটি  বাস  একই  সাথে  যাত্রা  শুরু  করবে  এবং  বাস  স্ট্যান্ডে  পৌছাবে ?,৭২,৬৬,৬০,৫৪,ক,৭২,
৯৩,৯৩. এক  ব্যক্তি  ২৩  কিলোমিটার  পথের ১৪  কি . মি . রিকশাতে  ও  বাকি  রাস্তা  গাড়িতে  গেল।  কত  কি . মি . পথ  গাড়িতে  গেল ?,৮,৮,৯,৯,খ,৮,
৯৪,৯৪. সবচেয়ে  বেশি  কত  জন  ছাত্রছাত্রীর  মাঝে  ফলগুলো  সমান  ভাগে  ভাগ  করে  দেয়া  যাবে ?,৪,৭,৮,১২,গ,৮,
৯৫,৯৫. প্রত্যেকে  কতটি  করে  লিচু  পাবে ?,৫,৭,৮,১১,ক,৫,
৯৬,"৯৬.  (18)/(7)187, (44)/(21)4421, (25)/(6)256  এবং  (68)/(35)6835  এই  ভগ্নাংশগুলোকে  মানের  অধঃক্রম  অনুসারে  সাজালে  কোনটি  সঠিক ?","ক.  eq \f(২৫,৬) ,  eq \f(১৮,৭) ,  eq \f(৪৪,২১) ,  eq \f(৬৮,৩৫) ","খ.  eq \f(১৮,৭) ,  eq \f(২৫,৬) ,  eq \f(৬৮,৩৫) ,  eq \f(৪৪,২১) ","গ.  eq \f(১৮,৭) ,  eq \f(৬৮,৩৫) ,  eq \f(৪৪,২১) ,  eq \f(২৫,৬) ","ঘ.  eq \f(৬৮,৩৫) ,  eq \f(৪৪,২১) ,  eq \f(১৮,৭) ,  eq \f(২৫,৬) ",ক,"ক.  eq \f(২৫,৬) ,  eq \f(১৮,৭) ,  eq \f(৪৪,২১) ,  eq \f(৬৮,৩৫) ",
৯৭,৯৭. এক  লোক  রিক্সায়  ঘণ্টায়  ১৮ . ৪  কি . মি . বেগে  ৫  ঘণ্টা  ১৫  মিনিটে  কত  কি . মি . যেতে  পারবে ?,৮৪.৭,৯০.৫,৯২.৬৮,৯৬.৬,ঘ,৯৬.৬,
৯৮,৯৮. কাঁদায়  ও  পানিতে  বাঁশটির  মোট  কত  অংশ  আছে ?,০.৫,০.৫৪,০.৫৬,০.৪৬,খ,০.৫৪,
৯৯,৯৯. বাঁশটির  মোট  দৈর্ঘ্য  কত  মিটার ?,৫,১০,১৫,২০,ক,৫,
১০০,১০০. সাদিয়া  দোকান  থেকে  ১৬ . ২৫  টাকার  মুড়ি  ৫  প্যাকেট  ও  ৪৩ . ২০  টাকা  দিয়ে  ৬টি  লজেন্স  কিনলে - মুড়ির  জন্য  খরচ  ৮১ . ২৫  টাকা  প্রতিটি  লজেন্সের  দাম  ৭ . ২০  টাকা  ৩  প্যাকেট  মুড়ি  ও  ৪টি  লজেন্সের  মোট  দাম  ৭৫ . ৭৫  টাকা নিচের  কোনটি  সঠিক ?,iওii,iওiii,iiওiii,"i, iiওiii",ক,iওii,
১০১,"১০১. ২ = ক, ১ = খ এবং  = গ হলে -",iওii,iওiii,iiওiii,"i, iiওiii",ক,iওii,
১০২,১০২. কোন  ক্ষুদ্রতম  সংখ্যা  ও ভগ্নাংশদ্বয়  দ্বারা  বিভাজ্য  হয় ?,,,১২,২৪,ঘ,২৪,
১০৩,"১০৩. ০ . ০৫ , ০ . ০১  ও  ০ . ০৪  এর  যোগফল  কত ?",১,০.১,০.০১,১.১,খ,০.১,
১০৪,১০৪. + - = কত ?,,,,,ঘ,,
১০৫,"১০৫. ভিন্ন  আকৃতির  তিনটি  পাত্রে  যথাক্রমে  ৮ , ১২  ও  ১৮  লিটার  পানি  ধরে , সর্বাধিক  কত  লিটারের  জগ  দ্বারা  পাত্র  তিনটি  পূরণ  করা  যাবে ?",২,৩,৪,৮,ক,২,
১০৬,"১০৬. দুইটি  সংখ্যার  ল . সা . গু . ও  গ . সা . গু . ' র  গুণফল  ২৭।  একটি  সংখ্যা  ৯  হলে , অপরটি  কত ?",১,৩,৬,৮,খ,৩,
১০৭,১০৭. ১  বিলিয়ন  ৩৩৮  মিলিয়ন  ৩০০  হাজার  ৫২৬  কে  আন্তর্জাতিক  রীতিতে  কমা  বসিয়ে  লিখলে  কোনটি  হবে ?,"১,৩৩৮,৩০০,৫২৬","১৩,৩৮,৩০০,৫২৬","১,৩৩,৮৩,০০,৫২৬","১,৩৩৮,৩০,৫২৬",ক,"১,৩৩৮,৩০০,৫২৬",
১০৮,১০৮. ০ . ০৫ ×  ০ . ০০৪  × ০ . ০০০৯ = কত ?,০.০০০০১৮,০.০০০০০১৮,০.০০০০০১১৮,০.০০০০০০১৮,ঘ,০.০০০০০০১৮,
১০৯,১০৯. একটি  অ্যালুমিনিয়াম  ও  লোহার  পাতের  দৈর্ঘ্য  যথাক্রমে  ৭২  সে . মি . ও  ১০৮  সে . মি . ।  পাত  দুইটি  থেকে  কেটে  নেওয়া  একই  মাপের  সবচেয়ে  বড়  টুকরাটির  দৈর্ঘ্য  কত  সে . মি .  হবে ? ( পাতদ্বয়ের  প্রস্থ  একই ),১৬,৩৬,১২,৩২,খ,৩৬,
